StockCode,StockName,Industry,細產業,Total_Hits,Avg_Net_Ratio,Ratio_10D,Ratio_Diff,Avg_Cost,End_Close,Cost_Spread,Avg_Ret_1D,Avg_Ret_2D,Avg_Ret_3D,Avg_Ret_5D,Avg_Ret_10D,20260122,20260123,20260126,20260127,20260129,20260130,20260202,20260203,20260205,20260206,Detailed_Info,Style_DT,Style_ON,Style_SW,Size_XS,Size_S,Size_M,Size_L
7795,長廣,電子零組件,,3,0.45%,0.45%,0.00%,388.94710891976695,395.0,1.56%,-1.47%,-3.88%,-8.92%,-0.40%,-0.40%,,,,,,,,,"Hits:1 | Rat:0.5%
[BUY|ON|WR72%|920G凱基彰化_ON_S, 980w元大西屯_ON_L]","Hits:2 | Rat:0.2%
[SELL|ON|WR91%|6451永全南崁_ON_S, 980w元大西屯_ON_L]
[BUY|ON|WR84%|538I第一頭份_ON_S, 980w元大西屯_ON_L]","20260205: [BUY|ON|WR72%|920G凱基彰化_ON_S, 980w元大西屯_ON_L]
20260206: [SELL|ON|WR91%|6451永全南崁_ON_S, 980w元大西屯_ON_L]
20260206: [BUY|ON|WR84%|538I第一頭份_ON_S, 980w元大西屯_ON_L]",0,6,0,0,3,0,3
2413,環科,電子零組件,電源供應器 變壓器 被動元件 電感 電子零件元件 電子製造服務 電腦系統業,2,0.24%,-0.03%,0.27%,45.10152485806352,42.65,-5.44%,-6.17%,-4.97%,-3.21%,6.01%,19.67%,,,,,"Hits:1 | Rat:-0.7%
[SELL|Mix|WR73%|983K元大學甲_DT_S, 989Q元大汐止_ON_L]",,,,"Hits:1 | Rat:0.3%
[BUY|Mix|WR75%|9352華南桃園_ON_S, 9634富邦羅東_SW_L]","Hits:1 | Rat:0.1%
[BUY|Mix|WR81%|5266美好中壢_SW_XS, 6210新 百 王_DT_L]","20260129: [SELL|Mix|WR73%|983K元大學甲_DT_S, 989Q元大汐止_ON_L]
20260205: [BUY|Mix|WR75%|9352華南桃園_ON_S, 9634富邦羅東_SW_L]
20260206: [BUY|Mix|WR81%|5266美好中壢_SW_XS, 6210新 百 王_DT_L]",1,1,2,1,1,0,2
2337,旺宏,半導體業,非揮發性記憶體 IC生產 IC製造,1,-0.02%,0.03%,-0.05%,88.5892574508459,85.8,-3.15%,-6.43%,-3.16%,3.93%,17.78%,28.14%,"Hits:1 | Rat:-0.1%
[SELL|Mix|WR75%|921Y凱基東勢_DT_S, 989Q元大汐止_ON_L]",,"Hits:1 | Rat:0.0%
[BUY|ON|WR83%|9252凱基嘉義_ON_M, 9331華南鳳山_ON_L]","Hits:1 | Rat:0.0%
[BUY|Mix|WR83%|7006兆豐台南_ON_L, 981A元大三峽_DT_M]",,"Hits:8 | Rat:0.5%
[BUY|Mix|WR81%|9316華南淡水_ON_L, 9693富邦新營_DT_M]
[BUY|Mix|WR81%|592E元富城中_DT_L, 9316華南淡水_ON_L]
[BUY|Mix|WR75%|6160中國信託_DT_L, 9316華南淡水_ON_L]
[BUY|Mix|WR75%|700f兆豐鹿港_DT_M, 9316華南淡水_ON_L]
[BUY|Mix|WR75%|9278凱基永康_DT_M, 9316華南淡水_ON_L]
[BUY|Mix|WR72%|592r元富城東_DT_L, 9316華南淡水_ON_L]
[BUY|Mix|WR72%|913Y群益館前_DT_L, 9316華南淡水_ON_L]
[BUY|Mix|WR72%|5380第一金證_DT_L, 9316華南淡水_ON_L]","Hits:1 | Rat:0.1%
[BUY|Mix|WR84%|538F第一稻埕_SW_M, 884A玉山士林_ON_L]","Hits:6 | Rat:-0.4%
[SELL|Mix|WR75%|6160中國信託_DT_L, 9316華南淡水_ON_L]
[BUY|Mix|WR75%|9316華南淡水_ON_L, 9A9M永豐南投_DT_M]
[BUY|Mix|WR72%|921M凱基八德_DT_M, 9316華南淡水_ON_L]
[BUY|Mix|WR72%|9189群益桃園_DT_M, 9316華南淡水_ON_L]
[SELL|Mix|WR72%|913Y群益館前_DT_L, 9316華南淡水_ON_L]
[SELL|Mix|WR72%|5380第一金證_DT_L, 9316華南淡水_ON_L]","Hits:1 | Rat:-0.0%
[SELL|Mix|WR84%|538F第一稻埕_SW_M, 884A玉山士林_ON_L]",,"20260122: [SELL|Mix|WR75%|921Y凱基東勢_DT_S, 989Q元大汐止_ON_L]
20260126: [BUY|ON|WR83%|9252凱基嘉義_ON_M, 9331華南鳳山_ON_L]
20260127: [BUY|Mix|WR83%|7006兆豐台南_ON_L, 981A元大三峽_DT_M]
20260130: [BUY|Mix|WR81%|9316華南淡水_ON_L, 9693富邦新營_DT_M]
20260130: [BUY|Mix|WR81%|592E元富城中_DT_L, 9316華南淡水_ON_L]
20260130: [BUY|Mix|WR75%|6160中國信託_DT_L, 9316華南淡水_ON_L]
20260130: [BUY|Mix|WR75%|700f兆豐鹿港_DT_M, 9316華南淡水_ON_L]
20260130: [BUY|Mix|WR75%|9278凱基永康_DT_M, 9316華南淡水_ON_L]
20260130: [BUY|Mix|WR72%|592r元富城東_DT_L, 9316華南淡水_ON_L]
20260130: [BUY|Mix|WR72%|913Y群益館前_DT_L, 9316華南淡水_ON_L]
20260130: [BUY|Mix|WR72%|5380第一金證_DT_L, 9316華南淡水_ON_L]
20260202: [BUY|Mix|WR84%|538F第一稻埕_SW_M, 884A玉山士林_ON_L]
20260203: [SELL|Mix|WR75%|6160中國信託_DT_L, 9316華南淡水_ON_L]
20260203: [BUY|Mix|WR75%|9316華南淡水_ON_L, 9A9M永豐南投_DT_M]
20260203: [BUY|Mix|WR72%|921M凱基八德_DT_M, 9316華南淡水_ON_L]
20260203: [BUY|Mix|WR72%|9189群益桃園_DT_M, 9316華南淡水_ON_L]
20260203: [SELL|Mix|WR72%|913Y群益館前_DT_L, 9316華南淡水_ON_L]
20260203: [SELL|Mix|WR72%|5380第一金證_DT_L, 9316華南淡水_ON_L]
20260205: [SELL|Mix|WR84%|538F第一稻埕_SW_M, 884A玉山士林_ON_L]",0,1,1,0,0,1,1
2331,精英,電腦及週邊設備業,桌上型電腦 筆記型電腦製造 主機板 平板電腦 消費性電子產品 繪圖卡 電腦系統業,1,0.42%,0.22%,0.21%,27.107463414634147,25.9,-4.45%,1.16%,-1.16%,-1.35%,9.46%,-0.77%,,,,,"Hits:1 | Rat:0.2%
[BUY|Mix|WR81%|6913德信新營_ON_M, 8157台新左楠_DT_L]","Hits:1 | Rat:0.0%
[BUY|Mix|WR81%|6913德信新營_ON_M, 9879元大板三_DT_L]",,,,"Hits:1 | Rat:0.4%
[BUY|SW|WR75%|8588聯邦台南_SW_XS, 9659富邦高雄_SW_L]","20260129: [BUY|Mix|WR81%|6913德信新營_ON_M, 8157台新左楠_DT_L]
20260130: [BUY|Mix|WR81%|6913德信新營_ON_M, 9879元大板三_DT_L]
20260206: [BUY|SW|WR75%|8588聯邦台南_SW_XS, 9659富邦高雄_SW_L]",0,0,2,1,0,0,1
2457,飛宏,電子零組件,電源供應器 電子零件元件,1,0.56%,0.10%,0.46%,34.87384325889165,28.75,-17.56%,-4.49%,-4.15%,-3.99%,-0.33%,5.32%,,"Hits:1 | Rat:0.1%
[BUY|Mix|WR73%|983K元大學甲_DT_S, 989Q元大汐止_ON_L]","Hits:2 | Rat:-0.0%
[SELL|Mix|WR75%|921Y凱基東勢_DT_S, 989Q元大汐止_ON_L]
[BUY|Mix|WR73%|983K元大學甲_DT_S, 989Q元大汐止_ON_L]",,,,,,"Hits:1 | Rat:0.6%
[BUY|Mix|WR75%|1112企銀台南_ON_S, 9627富邦內湖_DT_L]",,"20260123: [BUY|Mix|WR73%|983K元大學甲_DT_S, 989Q元大汐止_ON_L]
20260126: [SELL|Mix|WR75%|921Y凱基東勢_DT_S, 989Q元大汐止_ON_L]
20260126: [BUY|Mix|WR73%|983K元大學甲_DT_S, 989Q元大汐止_ON_L]
20260205: [BUY|Mix|WR75%|1112企銀台南_ON_S, 9627富邦內湖_DT_L]",1,1,0,0,1,0,1
4927,泰鼎-KY,電子零組件,印刷電路板 印刷電路板相關,1,0.27%,-0.03%,0.30%,32.72083333333333,33.0,0.85%,-3.51%,-2.05%,-4.39%,7.02%,41.23%,,,,,,"Hits:1 | Rat:-0.3%
[SELL|ON|WR100%|845J康和高雄_ON_XS, 8580聯    邦_ON_XS]",,,"Hits:1 | Rat:0.3%
[BUY|ON|WR100%|845J康和高雄_ON_XS, 8580聯    邦_ON_XS]",,"20260130: [SELL|ON|WR100%|845J康和高雄_ON_XS, 8580聯    邦_ON_XS]
20260205: [BUY|ON|WR100%|845J康和高雄_ON_XS, 8580聯    邦_ON_XS]",0,2,0,2,0,0,0
6282,康舒,電子零組件,電源供應器 電子零件元件,1,0.15%,0.15%,0.00%,49.3442165942166,48.15,-2.42%,-5.59%,-2.94%,-2.55%,-0.20%,5.69%,,,,,,,,,"Hits:1 | Rat:0.1%
[BUY|Mix|WR100%|5263美好泰山_ON_S, 5962日茂南投_DT_M]",,"20260205: [BUY|Mix|WR100%|5263美好泰山_ON_S, 5962日茂南投_DT_M]",1,1,0,0,1,1,0
2377,微星,電腦及週邊設備業,桌上型電腦 伺服器 筆記型電腦 主機板 週邊產品 繪圖卡 電腦系統業,1,1.77%,1.77%,0.00%,88.16033692009172,90.4,2.54%,1.00%,4.31%,1.22%,3.98%,5.75%,,,,,,,,,,"Hits:1 | Rat:1.8%
[BUY|Mix|WR90%|920V凱基新店_ON_S, 9255凱基和平_DT_L]","20260206: [BUY|Mix|WR90%|920V凱基新店_ON_S, 9255凱基和平_DT_L]",1,1,0,0,1,0,1
2441,超豐,半導體業,IC封裝 IC測試 IC封裝測試,1,0.46%,0.46%,0.00%,83.54,86.9,4.02%,5.18%,4.26%,2.65%,7.36%,2.65%,,,,,,,,,,"Hits:1 | Rat:0.5%
[BUY|Mix|WR81%|700w兆豐新莊_SW_L, 981M元大苗栗_DT_S]","20260206: [BUY|Mix|WR81%|700w兆豐新莊_SW_L, 981M元大苗栗_DT_S]",1,0,1,0,1,0,1
2485,兆赫,通訊網路業,通訊設備 低雜訊降頻器 視訊轉換相關 消費性電子產品,1,0.09%,0.09%,0.00%,41.68330341845476,44.55,6.88%,1.46%,-7.07%,-15.82%,-2.58%,21.44%,,,,,,,,,,"Hits:1 | Rat:0.1%
[BUY|Mix|WR90%|920V凱基新店_ON_S, 9255凱基和平_DT_L]","20260206: [BUY|Mix|WR90%|920V凱基新店_ON_S, 9255凱基和平_DT_L]",1,1,0,0,1,0,1
