StockCode,StockName,Industry,細產業,Total_Hits,Avg_Net_Ratio,Ratio_10D,Ratio_Diff,Avg_Cost,End_Close,Cost_Spread,Avg_Ret_1D,Avg_Ret_2D,Avg_Ret_3D,Avg_Ret_5D,Avg_Ret_10D,20260202,20260203,20260205,20260206,20260209,20260210,20260211,20260223,20260224,20260225,Detailed_Info,Style_DT,Style_ON,Style_SW,Size_XS,Size_S,Size_M,Size_L
2409,友達,光電業,面板業 中小尺吋面板 TFT-LCD OLED 觸控面板,3,0.07%,0.07%,0.00%,16.503025206161794,17.6,6.65%,-0.14%,-0.71%,-1.91%,-5.42%,,,,,,,,,"Hits:1 | Rat:0.2%
[BUY|Mix|WR72%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]","Hits:1 | Rat:-0.1%
[SELL|Mix|WR72%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]","Hits:1 | Rat:0.0%
[BUY|Mix|WR72%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]","20260223: [BUY|Mix|WR72%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]
20260224: [SELL|Mix|WR72%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]
20260225: [BUY|Mix|WR72%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]",3,3,0,0,0,0,6
2352,佳世達,電腦及週邊設備業,醫療服務 醫療耗材 診斷與監測用醫材 醫學影像裝置 其他醫療器材 醫療管理服務 掃瞄器 顯示器 LCD顯示器 通訊設備 消費性電子產品 週邊產品 工業電腦 安全監控系統 電子製造服務 電腦系統業,2,0.49%,0.49%,0.00%,26.08222311776977,26.7,2.37%,1.34%,1.35%,-0.65%,-4.94%,,,,,,,,,"Hits:1 | Rat:0.2%
[BUY|Mix|WR72%|913g群益三重_DT_S, 9893元大大天_ON_L]","Hits:1 | Rat:0.8%
[BUY|Mix|WR81%|9305華南新莊_DT_S, 9362華南苗栗_ON_L]",,"20260223: [BUY|Mix|WR72%|913g群益三重_DT_S, 9893元大大天_ON_L]
20260224: [BUY|Mix|WR81%|9305華南新莊_DT_S, 9362華南苗栗_ON_L]",2,2,0,0,2,0,2
52,富邦科技,-,,1,0.27%,0.27%,0.00%,46.2797613167708,48.85,5.55%,,,,,,,,,,,,,"Hits:1 | Rat:0.3%
[BUY|Mix|WR72%|1043臺銀民權_DT_L, 9352華南桃園_ON_S]",,,"20260223: [BUY|Mix|WR72%|1043臺銀民權_DT_L, 9352華南桃園_ON_S]",1,1,0,0,1,0,1
3661,世芯-KY,半導體業,IC設計 設計IP ASIC,1,0.00%,0.00%,0.00%,3323.597359735973,3515.0,5.76%,0.72%,1.30%,1.73%,1.87%,,,,,,,,,"Hits:1 | Rat:0.0%
[BUY|Mix|WR71%|6464大昌新店_ON_S, 9B28元富新莊_DT_M]",,,"20260223: [BUY|Mix|WR71%|6464大昌新店_ON_S, 9B28元富新莊_DT_M]",1,1,0,0,1,1,0
6669,緯穎,電腦及週邊設備業,伺服器 電腦系統業,1,0.02%,0.02%,0.00%,3766.426365172796,4075.0,8.19%,0.26%,5.71%,8.95%,12.06%,,,,,,,,,"Hits:1 | Rat:0.0%
[BUY|Mix|WR72%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]",,,"20260223: [BUY|Mix|WR72%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]",1,1,0,0,0,0,2
2312,金寶,其他電子業,車用電子 桌上型電腦 筆記型電腦製造 通訊設備 手機 手機製造 視訊轉換相關 消費性電子產品 週邊產品 印表機 3D印表機 硬碟相關 POS機系統 穿戴式裝置 電子製造服務 電腦系統業 家電,1,0.19%,0.19%,0.00%,25.298489950005106,26.1,3.17%,0.58%,0.58%,-2.89%,-9.25%,,,,,,,,,,"Hits:1 | Rat:0.2%
[BUY|Mix|WR72%|8841玉山雙和_ON_L, 9A69永豐屏東_DT_S]",,"20260224: [BUY|Mix|WR72%|8841玉山雙和_ON_L, 9A69永豐屏東_DT_S]",1,1,0,0,1,0,1
2369,菱生,半導體業,IC封裝 IC測試 IC封裝測試,1,-0.55%,-0.55%,0.00%,27.728571428571428,28.4,2.42%,2.99%,3.52%,5.11%,,,,,,,,,,,,"Hits:1 | Rat:-0.6%
[SELL|ON|WR72%|8713陽信高雄_ON_M, 9898元大新莊_ON_L]","20260225: [SELL|ON|WR72%|8713陽信高雄_ON_M, 9898元大新莊_ON_L]",0,2,0,0,0,1,1
3189,景碩,半導體業,隱形眼鏡 輔助與彌補用醫材 IC基板 封測服務與材料,1,-0.62%,-0.62%,0.00%,322.0855416474105,332.5,3.23%,-0.90%,-2.86%,-0.75%,,,,,,,,,,,,"Hits:1 | Rat:-0.6%
[SELL|Mix|WR72%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]","20260225: [SELL|Mix|WR72%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]",1,1,0,0,0,0,2
3231,緯創,電腦及週邊設備業,伺服器 筆記型電腦製造 電子製造服務 電腦系統業,1,-0.12%,-0.12%,0.00%,137.38049702189696,139.5,1.54%,-0.36%,-2.51%,-2.15%,,,,,,,,,,,,"Hits:1 | Rat:-0.1%
[SELL|Mix|WR72%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]","20260225: [SELL|Mix|WR72%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]",1,1,0,0,0,0,2
3504,揚明光,光電業,顯示器 投影機 數位相機 光學鏡片/頭 週邊產品 3D印表機,1,0.42%,0.42%,0.00%,61.35196353827551,64.7,5.46%,1.55%,2.01%,2.47%,,,,,,,,,,,,"Hits:1 | Rat:0.4%
[BUY|Mix|WR72%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]","20260225: [BUY|Mix|WR72%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]",1,1,0,0,0,0,2
