StockCode,StockName,Industry,細產業,Total_Hits,Avg_Net_Ratio,Ratio_10D,Ratio_Diff,Avg_Cost,End_Close,Cost_Spread,Avg_Ret_1D,Avg_Ret_2D,Avg_Ret_3D,Avg_Ret_5D,Avg_Ret_10D,20260205,20260206,20260209,20260210,20260211,20260223,20260224,20260225,20260226,20260302,Detailed_Info,Style_DT,Style_ON,Style_SW,Size_XS,Size_S,Size_M,Size_L
2316,楠梓電,電子零組件,印刷電路板 印刷電路板相關 電子製造服務 電腦系統業,21,3.56%,3.56%,0.00%,106.3578369476256,111.0,4.36%,-1.33%,-4.00%,-14.76%,,,,,,,,,,,"Hits:21 | Rat:3.6%
[BUY|Mix|WR81%|9316華南淡水_ON_L, 9693富邦新營_DT_M]
[BUY|Mix|WR81%|9316華南淡水_ON_L, 9686富邦宜蘭_DT_M]
[BUY|Mix|WR81%|585J統一三重_DT_M, 9316華南淡水_ON_L]
[BUY|Mix|WR81%|9316華南淡水_ON_L, 989Y元大基隆_DT_M]
[BUY|Mix|WR81%|5852統一敦南_DT_M, 9316華南淡水_ON_L]
[BUY|Mix|WR75%|6160中國信託_DT_L, 9316華南淡水_ON_L]
[BUY|Mix|WR75%|9316華南淡水_ON_L, 981Q元大太平_DT_M]
[BUY|Mix|WR75%|9316華南淡水_ON_L, 989B元大中港_DT_M]
[BUY|Mix|WR75%|9316華南淡水_ON_L, 9A9M永豐南投_DT_M]
[BUY|Mix|WR75%|700f兆豐鹿港_DT_M, 9316華南淡水_ON_L]
[BUY|Mix|WR75%|9278凱基永康_DT_M, 9316華南淡水_ON_L]
[BUY|Mix|WR75%|9316華南淡水_ON_L, 9A9A永豐羅東_DT_M]
[BUY|Mix|WR75%|779V國票天祥_DT_M, 9316華南淡水_ON_L]
[BUY|Mix|WR75%|9316華南淡水_ON_L, 962E富邦樹林_DT_M]
[BUY|Mix|WR75%|9316華南淡水_ON_L, 9A9j永豐嘉義_DT_M]
[BUY|Mix|WR72%|9266凱基新豐_DT_M, 9316華南淡水_ON_L]
[BUY|Mix|WR72%|8841玉山雙和_DT_M, 9316華南淡水_ON_L]
[BUY|Mix|WR72%|9189群益桃園_DT_M, 9316華南淡水_ON_L]
[BUY|Mix|WR72%|9316華南淡水_ON_L, 9838元大豐原_DT_M]
[SELL|Mix|WR72%|9316華南淡水_ON_L, 9817元大東泰_DT_M]
[BUY|Mix|WR72%|9316華南淡水_ON_L, 989S元大鹿港_DT_M]",,"20260226: [BUY|Mix|WR81%|9316華南淡水_ON_L, 9693富邦新營_DT_M]
20260226: [BUY|Mix|WR81%|9316華南淡水_ON_L, 9686富邦宜蘭_DT_M]
20260226: [BUY|Mix|WR81%|585J統一三重_DT_M, 9316華南淡水_ON_L]
20260226: [BUY|Mix|WR81%|9316華南淡水_ON_L, 989Y元大基隆_DT_M]
20260226: [BUY|Mix|WR81%|5852統一敦南_DT_M, 9316華南淡水_ON_L]
20260226: [BUY|Mix|WR75%|6160中國信託_DT_L, 9316華南淡水_ON_L]
20260226: [BUY|Mix|WR75%|9316華南淡水_ON_L, 981Q元大太平_DT_M]
20260226: [BUY|Mix|WR75%|9316華南淡水_ON_L, 989B元大中港_DT_M]
20260226: [BUY|Mix|WR75%|9316華南淡水_ON_L, 9A9M永豐南投_DT_M]
20260226: [BUY|Mix|WR75%|700f兆豐鹿港_DT_M, 9316華南淡水_ON_L]
20260226: [BUY|Mix|WR75%|9278凱基永康_DT_M, 9316華南淡水_ON_L]
20260226: [BUY|Mix|WR75%|9316華南淡水_ON_L, 9A9A永豐羅東_DT_M]
20260226: [BUY|Mix|WR75%|779V國票天祥_DT_M, 9316華南淡水_ON_L]
20260226: [BUY|Mix|WR75%|9316華南淡水_ON_L, 962E富邦樹林_DT_M]
20260226: [BUY|Mix|WR75%|9316華南淡水_ON_L, 9A9j永豐嘉義_DT_M]
20260226: [BUY|Mix|WR72%|9266凱基新豐_DT_M, 9316華南淡水_ON_L]
20260226: [BUY|Mix|WR72%|8841玉山雙和_DT_M, 9316華南淡水_ON_L]
20260226: [BUY|Mix|WR72%|9189群益桃園_DT_M, 9316華南淡水_ON_L]
20260226: [BUY|Mix|WR72%|9316華南淡水_ON_L, 9838元大豐原_DT_M]
20260226: [SELL|Mix|WR72%|9316華南淡水_ON_L, 9817元大東泰_DT_M]
20260226: [BUY|Mix|WR72%|9316華南淡水_ON_L, 989S元大鹿港_DT_M]",21,21,0,0,0,20,22
3481,群創,光電業,面板業 中小尺吋面板 TFT-LCD OLED 觸控面板,3,-0.10%,-0.10%,0.00%,27.160341795837823,29.0,6.77%,5.08%,-0.07%,-3.89%,,,,,,,,,,,"Hits:1 | Rat:-0.1%
[SELL|DT|WR81%|5268美好台南_DT_M, 921C凱基民權_DT_L]","Hits:2 | Rat:-0.1%
[SELL|Mix|WR90%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]
[SELL|DT|WR81%|5268美好台南_DT_M, 921C凱基民權_DT_L]","20260226: [SELL|DT|WR81%|5268美好台南_DT_M, 921C凱基民權_DT_L]
20260302: [SELL|Mix|WR90%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]
20260302: [SELL|DT|WR81%|5268美好台南_DT_M, 921C凱基民權_DT_L]",5,1,0,0,0,2,4
2409,友達,光電業,面板業 中小尺吋面板 TFT-LCD OLED 觸控面板,2,-0.09%,0.05%,-0.14%,16.268994493632494,17.2,5.72%,-2.85%,-6.08%,-3.41%,,,,,"Hits:3 | Rat:0.3%
[BUY|Mix|WR81%|585R統一東湖_SW_M, 920D凱基市府_ON_L]
[BUY|Mix|WR76%|920D凱基市府_ON_L, 9328華南潮州_SW_M]
[BUY|Mix|WR75%|913I群益萬華_DT_S, 9223凱基豐中_ON_L]",,,"Hits:2 | Rat:0.3%
[BUY|Mix|WR90%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]
[BUY|Mix|WR81%|585R統一東湖_SW_M, 920D凱基市府_ON_L]","Hits:1 | Rat:-0.1%
[SELL|Mix|WR90%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]","Hits:1 | Rat:0.0%
[BUY|Mix|WR90%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]",,"Hits:1 | Rat:-0.2%
[SELL|Mix|WR72%|6913德信新營_ON_M, 8157台新左楠_DT_L]","20260209: [BUY|Mix|WR81%|585R統一東湖_SW_M, 920D凱基市府_ON_L]
20260209: [BUY|Mix|WR76%|920D凱基市府_ON_L, 9328華南潮州_SW_M]
20260209: [BUY|Mix|WR75%|913I群益萬華_DT_S, 9223凱基豐中_ON_L]
20260223: [BUY|Mix|WR90%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]
20260223: [BUY|Mix|WR81%|585R統一東湖_SW_M, 920D凱基市府_ON_L]
20260224: [SELL|Mix|WR90%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]
20260225: [BUY|Mix|WR90%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]
20260302: [SELL|Mix|WR72%|6913德信新營_ON_M, 8157台新左楠_DT_L]",2,2,0,0,0,1,3
3504,揚明光,光電業,顯示器 投影機 數位相機 光學鏡片/頭 週邊產品 3D印表機,2,0.36%,0.36%,0.00%,61.92748672834825,66.0,6.58%,1.00%,1.46%,-1.20%,,,,,,,,,,"Hits:1 | Rat:0.4%
[BUY|Mix|WR90%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]","Hits:1 | Rat:0.3%
[BUY|Mix|WR90%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]",,"20260225: [BUY|Mix|WR90%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]
20260226: [BUY|Mix|WR90%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]",2,2,0,0,0,0,4
3231,緯創,電腦及週邊設備業,伺服器 筆記型電腦製造 電子製造服務 電腦系統業,2,-0.26%,-0.26%,0.00%,136.65094746468117,136.0,-0.48%,-0.36%,-2.51%,-2.15%,,,,,,,,,,"Hits:2 | Rat:-0.3%
[SELL|Mix|WR90%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]
[SELL|DT|WR75%|1035土銀新竹_DT_L, 6382光和田中_DT_M]",,,"20260225: [SELL|Mix|WR90%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]
20260225: [SELL|DT|WR75%|1035土銀新竹_DT_L, 6382光和田中_DT_M]",3,1,0,0,0,1,3
2369,菱生,半導體業,IC封裝 IC測試 IC封裝測試,2,-1.36%,-1.36%,0.00%,27.683333333333334,29.4,6.20%,2.99%,3.52%,5.11%,,,,,,,,,,"Hits:2 | Rat:-1.4%
[SELL|ON|WR72%|8713陽信高雄_ON_M, 9898元大新莊_ON_L]
[SELL|ON|WR72%|8713陽信高雄_ON_M, 9337華南內壢_ON_M]",,,"20260225: [SELL|ON|WR72%|8713陽信高雄_ON_M, 9898元大新莊_ON_L]
20260225: [SELL|ON|WR72%|8713陽信高雄_ON_M, 9337華南內壢_ON_M]",0,4,0,0,0,3,1
2349,錸德,光電業,光碟片 週邊產品 記憶卡 儲存設備 硬碟相關,1,-0.07%,-0.50%,0.43%,13.757692307692308,14.55,5.76%,0.00%,-5.84%,,,,,,,"Hits:1 | Rat:-1.9%
[SELL|ON|WR81%|9323華南小港_ON_M, 9868元大文心_ON_L]",,,,,,"Hits:1 | Rat:-0.1%
[SELL|ON|WR81%|9323華南小港_ON_M, 9868元大文心_ON_L]","20260210: [SELL|ON|WR81%|9323華南小港_ON_M, 9868元大文心_ON_L]
20260302: [SELL|ON|WR81%|9323華南小港_ON_M, 9868元大文心_ON_L]",0,2,0,0,0,1,1
6770,力積電,半導體業,專業晶圓代工 IC製造,1,-0.01%,-0.02%,0.01%,68.248778204554,77.8,13.99%,2.47%,1.04%,0.00%,,,,,"Hits:1 | Rat:0.1%
[BUY|ON|WR84%|8587聯邦興中_ON_M, 9608富邦台東_ON_M]","Hits:1 | Rat:-0.1%
[SELL|ON|WR84%|8587聯邦興中_ON_M, 9608富邦台東_ON_M]","Hits:1 | Rat:0.1%
[BUY|ON|WR84%|8587聯邦興中_ON_M, 9608富邦台東_ON_M]",,"Hits:1 | Rat:-0.1%
[SELL|ON|WR84%|8587聯邦興中_ON_M, 9608富邦台東_ON_M]","Hits:1 | Rat:-0.0%
[SELL|ON|WR75%|6167中信松江_ON_L, 6381光和溪湖_ON_M]",,,"20260209: [BUY|ON|WR84%|8587聯邦興中_ON_M, 9608富邦台東_ON_M]
20260210: [SELL|ON|WR84%|8587聯邦興中_ON_M, 9608富邦台東_ON_M]
20260211: [BUY|ON|WR84%|8587聯邦興中_ON_M, 9608富邦台東_ON_M]
20260224: [SELL|ON|WR84%|8587聯邦興中_ON_M, 9608富邦台東_ON_M]
20260225: [SELL|ON|WR75%|6167中信松江_ON_L, 6381光和溪湖_ON_M]",0,2,0,0,0,1,1
2337,旺宏,半導體業,非揮發性記憶體 IC生產 IC製造,1,-0.05%,-0.03%,-0.02%,99.69735483787925,120.5,20.87%,6.64%,3.98%,-8.85%,,,,,,"Hits:1 | Rat:-0.0%
[SELL|Mix|WR90%|538D第一忠孝_DT_L, 9B2X元富草屯_SW_M]",,,,,"Hits:1 | Rat:-0.0%
[SELL|DT|WR76%|5460寶    盛_DT_M, 700Z兆豐高雄_DT_L]",,"20260210: [SELL|Mix|WR90%|538D第一忠孝_DT_L, 9B2X元富草屯_SW_M]
20260226: [SELL|DT|WR76%|5460寶    盛_DT_M, 700Z兆豐高雄_DT_L]",2,0,0,0,0,1,1
6426,統新,通訊網路業,光通訊 光纖零組件,1,-0.41%,-3.92%,3.50%,154.74672489082968,193.0,24.72%,-0.77%,-7.71%,-20.31%,,,,,,,"Hits:2 | Rat:-6.8%
[BUY|Mix|WR76%|981I元大天母_DT_M, 9B2N元富虎尾_ON_S]
[SELL|ON|WR71%|981e元大佳里_ON_S, 9B2o元富新興_ON_M]",,,,"Hits:1 | Rat:-0.4%
[SELL|ON|WR71%|981e元大佳里_ON_S, 9B2o元富新興_ON_M]",,"20260211: [BUY|Mix|WR76%|981I元大天母_DT_M, 9B2N元富虎尾_ON_S]
20260211: [SELL|ON|WR71%|981e元大佳里_ON_S, 9B2o元富新興_ON_M]
20260226: [SELL|ON|WR71%|981e元大佳里_ON_S, 9B2o元富新興_ON_M]",0,2,0,0,1,1,0
