StockCode,StockName,Industry,細產業,Total_Hits,Avg_Net_Ratio,Ratio_10D,Ratio_Diff,Avg_Cost,End_Close,Cost_Spread,Avg_Ret_1D,Avg_Ret_2D,Avg_Ret_3D,Avg_Ret_5D,Avg_Ret_10D,20260129,20260130,20260202,20260203,20260205,20260206,20260209,20260210,20260211,20260223,Detailed_Info,Style_DT,Style_ON,Style_SW,Size_XS,Size_S,Size_M,Size_L
6426,統新,通訊網路業,光通訊 光纖零組件,2,-6.84%,-0.77%,-6.07%,135.37746170678338,169.5,25.21%,9.35%,19.35%,30.97%,24.52%,,,"Hits:1 | Rat:-0.0%
[SELL|Mix|WR81%|700U兆豐桃鶯_DT_S, 982C元大六合_ON_L]",,,,,,,"Hits:2 | Rat:-6.8%
[BUY|Mix|WR76%|981I元大天母_DT_M, 9B2N元富虎尾_ON_S]
[SELL|ON|WR71%|981e元大佳里_ON_S, 9B2o元富新興_ON_M]",,"20260130: [SELL|Mix|WR81%|700U兆豐桃鶯_DT_S, 982C元大六合_ON_L]
20260211: [BUY|Mix|WR76%|981I元大天母_DT_M, 9B2N元富虎尾_ON_S]
20260211: [SELL|ON|WR71%|981e元大佳里_ON_S, 9B2o元富新興_ON_M]",1,3,0,0,2,2,0
6770,力積電,半導體業,專業晶圓代工 IC製造,2,-0.01%,0.02%,-0.03%,65.03704250280688,68.9,5.94%,2.29%,8.54%,14.70%,19.25%,,,,,,,,"Hits:1 | Rat:0.1%
[BUY|ON|WR84%|8587聯邦興中_ON_M, 9608富邦台東_ON_M]","Hits:1 | Rat:-0.1%
[SELL|ON|WR84%|8587聯邦興中_ON_M, 9608富邦台東_ON_M]","Hits:1 | Rat:0.1%
[BUY|ON|WR84%|8587聯邦興中_ON_M, 9608富邦台東_ON_M]",,"20260209: [BUY|ON|WR84%|8587聯邦興中_ON_M, 9608富邦台東_ON_M]
20260210: [SELL|ON|WR84%|8587聯邦興中_ON_M, 9608富邦台東_ON_M]
20260211: [BUY|ON|WR84%|8587聯邦興中_ON_M, 9608富邦台東_ON_M]",0,4,0,0,0,4,0
2409,友達,光電業,面板業 中小尺吋面板 TFT-LCD OLED 觸控面板,2,0.30%,0.30%,0.00%,16.033948647508304,16.9,5.40%,3.55%,4.14%,-0.59%,0.59%,,,,,,,,"Hits:3 | Rat:0.3%
[BUY|Mix|WR81%|585R統一東湖_SW_M, 920D凱基市府_ON_L]
[BUY|Mix|WR76%|920D凱基市府_ON_L, 9328華南潮州_SW_M]
[BUY|Mix|WR75%|913I群益萬華_DT_S, 9223凱基豐中_ON_L]",,,"Hits:2 | Rat:0.3%
[BUY|Mix|WR90%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]
[BUY|Mix|WR81%|585R統一東湖_SW_M, 920D凱基市府_ON_L]","20260209: [BUY|Mix|WR81%|585R統一東湖_SW_M, 920D凱基市府_ON_L]
20260209: [BUY|Mix|WR76%|920D凱基市府_ON_L, 9328華南潮州_SW_M]
20260209: [BUY|Mix|WR75%|913I群益萬華_DT_S, 9223凱基豐中_ON_L]
20260223: [BUY|Mix|WR90%|7790國票綜合_ON_L, 9B2l元富大裕_DT_L]
20260223: [BUY|Mix|WR81%|585R統一東湖_SW_M, 920D凱基市府_ON_L]",1,2,1,0,0,1,3
2408,南亞科,半導體業,DRAM IC生產 IC製造,2,-1.07%,-1.07%,0.00%,284.2972996657943,298.5,5.00%,3.87%,3.83%,1.85%,0.02%,,,,,,,,,,"Hits:1 | Rat:-2.2%
[SELL|Mix|WR81%|9A92永豐萬盛_ON_L, 9B2M元富彰化_DT_M]","Hits:1 | Rat:0.0%
[BUY|Mix|WR81%|9A92永豐萬盛_ON_L, 9B2M元富彰化_DT_M]","20260211: [SELL|Mix|WR81%|9A92永豐萬盛_ON_L, 9B2M元富彰化_DT_M]
20260223: [BUY|Mix|WR81%|9A92永豐萬盛_ON_L, 9B2M元富彰化_DT_M]",2,2,0,0,0,2,2
3715,定穎投控,電子零組件,控股公司 印刷電路板 印刷電路板相關,2,0.70%,0.70%,0.00%,140.71596345766676,148.0,5.18%,-0.85%,2.71%,4.05%,10.54%,,,,,,,,,"Hits:1 | Rat:0.4%
[BUY|Mix|WR71%|6464大昌新店_ON_S, 9B28元富新莊_DT_M]",,"Hits:1 | Rat:0.8%
[BUY|Mix|WR72%|9187群益彰化_DT_L, 9825元大新營_ON_S]","20260210: [BUY|Mix|WR71%|6464大昌新店_ON_S, 9B28元富新莊_DT_M]
20260223: [BUY|Mix|WR72%|9187群益彰化_DT_L, 9825元大新營_ON_S]",2,2,0,0,2,1,1
3450,聯鈞,半導體業,IC封裝 IC測試 IC封裝測試,2,0.97%,0.97%,0.00%,250.19794721407624,266.0,6.32%,0.57%,7.41%,13.13%,24.68%,,,,,,,,,"Hits:1 | Rat:0.6%
[BUY|Mix|WR81%|5389第一中山_ON_S, 9333華南長虹_SW_L]","Hits:1 | Rat:2.3%
[BUY|Mix|WR81%|5389第一中山_ON_S, 9333華南長虹_SW_L]",,"20260210: [BUY|Mix|WR81%|5389第一中山_ON_S, 9333華南長虹_SW_L]
20260211: [BUY|Mix|WR81%|5389第一中山_ON_S, 9333華南長虹_SW_L]",0,2,2,0,2,0,2
2344,華邦電,半導體業,非揮發性記憶體 DRAM IC生產 IC製造,1,0.03%,-0.04%,0.06%,106.28783913544964,116.0,9.14%,6.42%,13.30%,13.76%,16.51%,,,,,,,"Hits:1 | Rat:-0.1%
[SELL|Mix|WR81%|2187亞東台中_ON_M, 6115中銀台北_DT_M]",,,"Hits:1 | Rat:0.0%
[BUY|Mix|WR90%|5859統一屏東_DT_L, 8381安泰大發_SW_M]",,"20260206: [SELL|Mix|WR81%|2187亞東台中_ON_M, 6115中銀台北_DT_M]
20260211: [BUY|Mix|WR90%|5859統一屏東_DT_L, 8381安泰大發_SW_M]",1,0,1,0,0,1,1
7795,長廣,電子零組件,,1,0.20%,0.35%,-0.14%,374.3176240936977,381.0,1.79%,-5.45%,1.33%,11.17%,10.37%,,,,,,,"Hits:1 | Rat:0.5%
[BUY|ON|WR76%|538I第一頭份_ON_S, 980w元大西屯_ON_L]",,"Hits:1 | Rat:0.2%
[BUY|Mix|WR72%|9889元大員林_ON_S, 9B2b元富板橋_SW_M]",,,"20260206: [BUY|ON|WR76%|538I第一頭份_ON_S, 980w元大西屯_ON_L]
20260210: [BUY|Mix|WR72%|9889元大員林_ON_S, 9B2b元富板橋_SW_M]",0,1,1,0,1,1,0
2337,旺宏,半導體業,非揮發性記憶體 IC生產 IC製造,1,-0.02%,0.01%,-0.03%,90.80587075982608,108.0,18.94%,3.36%,13.33%,19.10%,18.57%,,,"Hits:8 | Rat:0.5%
[BUY|Mix|WR81%|9316華南淡水_ON_L, 9693富邦新營_DT_M]
[BUY|Mix|WR81%|592E元富城中_DT_L, 9316華南淡水_ON_L]
[BUY|Mix|WR75%|6160中國信託_DT_L, 9316華南淡水_ON_L]
[BUY|Mix|WR75%|700f兆豐鹿港_DT_M, 9316華南淡水_ON_L]
[BUY|Mix|WR75%|9278凱基永康_DT_M, 9316華南淡水_ON_L]
[BUY|Mix|WR72%|592r元富城東_DT_L, 9316華南淡水_ON_L]
[BUY|Mix|WR72%|913Y群益館前_DT_L, 9316華南淡水_ON_L]
[BUY|Mix|WR72%|5380第一金證_DT_L, 9316華南淡水_ON_L]",,"Hits:6 | Rat:-0.4%
[SELL|Mix|WR75%|6160中國信託_DT_L, 9316華南淡水_ON_L]
[BUY|Mix|WR75%|9316華南淡水_ON_L, 9A9M永豐南投_DT_M]
[BUY|Mix|WR72%|921M凱基八德_DT_M, 9316華南淡水_ON_L]
[BUY|Mix|WR72%|9189群益桃園_DT_M, 9316華南淡水_ON_L]
[SELL|Mix|WR72%|913Y群益館前_DT_L, 9316華南淡水_ON_L]
[SELL|Mix|WR72%|5380第一金證_DT_L, 9316華南淡水_ON_L]",,,,"Hits:1 | Rat:-0.0%
[SELL|Mix|WR90%|538D第一忠孝_DT_L, 9B2X元富草屯_SW_M]",,,"20260130: [BUY|Mix|WR81%|9316華南淡水_ON_L, 9693富邦新營_DT_M]
20260130: [BUY|Mix|WR81%|592E元富城中_DT_L, 9316華南淡水_ON_L]
20260130: [BUY|Mix|WR75%|6160中國信託_DT_L, 9316華南淡水_ON_L]
20260130: [BUY|Mix|WR75%|700f兆豐鹿港_DT_M, 9316華南淡水_ON_L]
20260130: [BUY|Mix|WR75%|9278凱基永康_DT_M, 9316華南淡水_ON_L]
20260130: [BUY|Mix|WR72%|592r元富城東_DT_L, 9316華南淡水_ON_L]
20260130: [BUY|Mix|WR72%|913Y群益館前_DT_L, 9316華南淡水_ON_L]
20260130: [BUY|Mix|WR72%|5380第一金證_DT_L, 9316華南淡水_ON_L]
20260203: [SELL|Mix|WR75%|6160中國信託_DT_L, 9316華南淡水_ON_L]
20260203: [BUY|Mix|WR75%|9316華南淡水_ON_L, 9A9M永豐南投_DT_M]
20260203: [BUY|Mix|WR72%|921M凱基八德_DT_M, 9316華南淡水_ON_L]
20260203: [BUY|Mix|WR72%|9189群益桃園_DT_M, 9316華南淡水_ON_L]
20260203: [SELL|Mix|WR72%|913Y群益館前_DT_L, 9316華南淡水_ON_L]
20260203: [SELL|Mix|WR72%|5380第一金證_DT_L, 9316華南淡水_ON_L]
20260210: [SELL|Mix|WR90%|538D第一忠孝_DT_L, 9B2X元富草屯_SW_M]",1,0,1,0,0,1,1
3037,欣興,電子零組件,軟板 印刷電路板 印刷電路板相關 IC基板 封測服務與材料,1,-0.14%,-0.14%,0.00%,369.8461782139942,405.5,9.64%,-0.52%,6.29%,16.91%,27.00%,,,,,,,,,"Hits:1 | Rat:-0.1%
[SELL|Mix|WR81%|9A92永豐萬盛_ON_L, 9B2M元富彰化_DT_M]",,,"20260210: [SELL|Mix|WR81%|9A92永豐萬盛_ON_L, 9B2M元富彰化_DT_M]",1,1,0,0,0,1,1
